id,focus,signal,slack,drag,confidence,score,lane
l001,retry load,35,33,6,25,226,ship
l002,worker slack,35,34,6,55,288,ship
l003,session drift,35,35,6,85,350,ship
l004,queue pressure,35,36,18,25,172,ship
l005,retry load,35,37,18,55,234,ship
l006,worker slack,35,38,18,85,296,ship
l007,session drift,35,39,34,25,98,watch
l008,queue pressure,35,40,34,55,160,watch
l009,retry load,35,41,34,85,222,ship
l010,worker slack,60,42,6,25,344,ship
l011,session drift,60,43,6,55,406,ship
l012,queue pressure,60,44,6,85,468,ship
l013,retry load,60,45,18,25,290,ship
l014,worker slack,60,46,18,55,352,ship
l015,session drift,60,47,18,85,414,ship
l016,queue pressure,60,48,34,25,216,ship
l017,retry load,60,32,34,55,244,ship
l018,worker slack,60,33,34,85,306,ship
l019,session drift,85,34,6,25,428,ship
l020,queue pressure,85,35,6,55,490,ship
l021,retry load,85,36,6,85,552,ship
l022,worker slack,85,37,18,25,374,ship
l023,session drift,85,38,18,55,436,ship
l024,queue pressure,85,39,18,85,498,ship
l025,retry load,85,40,34,25,300,ship
l026,worker slack,85,41,34,55,362,ship
l027,session drift,85,42,34,85,424,ship
